23,7.58770591607e-49,is prescribed to treat
23,7.34902548267e-49,was screaming in
23,6.76227034834e-49,is often prescribed for
23,5.7463432919e-49,is for
23,5.53867856781e-49,is a useful treatment for
23,5.09666169383e-49,is commonly prescribed for
23,4.77449471269e-49,is usually used to treat
23,4.73766566602e-49,is most often used for
23,4.17958849831e-49,may also be used to relieve
23,3.94413938366e-49,is thought to have originated in
24,8.56039801224e-51,is used for treating
24,4.81632848743e-51,is a drug for
24,3.67614581075e-51,is not a cure for
24,3.65749169877e-51,is a tricyclic antidepressant used to treat
24,3.36442953038e-51,has been effective for
24,3.35125815085e-51,is a drug used to treat
24,3.00111498834e-51,is used to treat symptoms of
24,2.89386989163e-51,are medications used to treat
24,2.69575708446e-51,used to treat
24,2.35512993872e-51,is a treatment for
25,8.9247743968e-53,is intended to treat
25,7.17576252391e-53,is an oral medication for
25,6.39790328936e-53,is a medication for
25,6.12631362505e-53,is sometimes used to treat
25,5.96744984591e-53,relieves the symptoms of
25,5.87150739328e-53,is an antidepressant used to treat
25,5.32955495543e-53,is an oral therapy for
25,5.32955495543e-53,is designed to treat
25,5.16435707539e-53,has revolutionized the treatment of
25,4.82521832735e-53,is used to treat the symptoms of
26,3.42920830887e-55,approved for
26,3.22517953035e-55,is an effective treatment for
26,3.21898805369e-55,is the best medication for
26,3.18111633895e-55,is a treatment option for
26,3.11339187552e-55,is very effective against
26,3.06449565819e-55,is NOT just for
26,3.04280448243e-55,is a medicine for
26,2.91723878674e-55,is approved to treat
26,2.91656340343e-55,is used to cure
26,2.90807628905e-55,can be used alone for
27,2.62841967761e-57,listed for
27,1.54915726507e-57,cleared for
27,1.36343806163e-57,rated for
27,1.05352763502e-57,is worth taking a medicine for
27,9.56015053011e-58,certified for
27,9.21619353022e-58,may not have
27,9.11397375286e-58,tested for
27,8.92966446763e-58,should not be used in
27,8.30208296446e-58,was taking a medicine for
27,7.38942283247e-58,can also cause
